title,url,price,location,year,mileage
BMW serija 3 320d xDrive LASER/19”/M/HEAD UP/360/PARK ASS,https://www.njuskalo.hr/auti/bmw-serija-3-320d-xdrive-19-m-head-up-360-park-ass-oglas-49428690,51.000 €,"Zabok, Dubrava Zabočka Objavljen: 27.07.2026.",2025,27.000 km
BMW serija 3 318d Mpaket,https://www.njuskalo.hr/auti/bmw-serija-3-318d-mpaket-oglas-50935054,29.599 €,"Split, Grad",2021,152.200 km
BMW serija 3 318d M sport automatik / PRVI VLASNIK/,https://www.njuskalo.hr/auti/bmw-serija-3-318d-m-sport-automatik-prvi-vlasnik-oglas-51014541,27.900 €,"Sesvete, Novi Jelkovec",2020,181.000 km
BMW 320d xDrive/M Sport - u PDVu,https://www.njuskalo.hr/auti/bmw-serija-3-320d-automatik-sustavu-pdva-oglas-50268702,36.900 €,"Matulji, Matulji",2021,61.000 km
BMW serija 3 320d automatik,https://www.njuskalo.hr/auti/bmw-serija-3-320d-automatik-oglas-51069666,47.500 €,"Novi Zagreb - Zapad, Blato",2025,27.000 km
BMW serija 3 320d xDrive M sport,https://www.njuskalo.hr/auti/bmw-serija-3-320d-xdrive-oglas-48331370,43.000 €,"Dobrinj, Soline",2021,45.000 km
BMW serija 3 318d-AUTOMATIC-KAMERA-VIRTUAL-ALU 18-PDV-REG 1GOD,https://www.njuskalo.hr/auti/bmw-serija-3-318d-automatic-kamera-virtual-alu-18-pdv-reg-1god-oglas-51061982,18.999 €,"Novi Zagreb - Zapad, Lučko",2020,189.798 km
BMW serija 3 320xd M paket,https://www.njuskalo.hr/auti/bmw-serija-3-320d-automatik-oglas-50995294,41.000 €,"Šibenik - Okolica, Podsolarsko",2023,65.000 km
"BMW  320d Sport Line,Shadow Line,Laser -SNIŽENO-",https://www.njuskalo.hr/auti/bmw-serija-3-320d-automatik-oglas-48910610,29.300 €,"Karlovac, Luščić",2022,144.200 km
BMW serija 3 318d automatik,https://www.njuskalo.hr/auti/bmw-serija-3-318d-automatik-oglas-50647765,24.000 €,"Črnomerec, Črnomerec",2020,125.000 km
BMW serija 3 M340i automatik,https://www.njuskalo.hr/auti/bmw-serija-3-m340i-automatik-oglas-50903352,39.000 €,"Omiš, Gata",2020,140.000 km
"BMW serija 3 318d automatik, M PAKET",https://www.njuskalo.hr/auti/bmw-serija-3-318d-automatik-oglas-49440510,39.850 €,"Jastrebarsko, Centar",2023,52.500 km
